,sim_type,RHOS,NUM_STATIONS,NUM_PACKETS,BITRATE,PKTSIZE,delay,qsize,ssize,busy,fingerprint
3277,var,0.7,8,2000,1000,1000,24.9479457,1.390247643,2.077207866,0.696735864,6078.312007
3278,var,0.7,8,2000,1000,2000,51.96148989,1.825863178,2.541306927,0.721950467,5043.622359
3279,var,0.7,8,2000,1500,500,8.924822906,1.762297784,2.469351583,0.71709049,5445.215742
3280,var,0.7,8,2000,1500,1000,18.09545007,1.410748224,2.086313059,0.681047524,6941.215142
3281,var,0.7,8,2000,1500,2000,32.37825832,1.260279491,1.900641176,0.653061519,8853.898022
3282,var,0.7,8,2000,2000,500,6.63302358,2.094647751,2.777437646,0.699381292,929.4326586
3283,var,0.7,8,2000,2000,1000,12.1553328,1.208714524,1.867444623,0.661398216,2681.001564
3284,var,0.7,8,2000,2000,2000,28.84009702,1.727469721,2.421929604,0.704316798,7292.59077
3285,var,0.7,8,5000,1000,500,13.34875451,1.327233315,2.023748184,0.697751634,8343.981224
3286,var,0.7,8,5000,1000,1000,26.79355913,1.533905529,2.206278809,0.67501855,9220.593366
3287,var,0.7,8,5000,1000,2000,52.89287317,1.339154891,2.020365961,0.685761239,984.4345354
3288,var,0.7,8,5000,1500,500,8.516657992,1.526881747,2.217430185,0.692527765,852.3494304
3289,var,0.7,8,5000,1500,1000,17.95232219,1.633911263,2.341216581,0.707869575,4063.003513
3290,var,0.7,8,5000,1500,2000,34.27911755,1.700241473,2.39735018,0.698844683,1349.294916
3291,var,0.7,8,5000,2000,500,6.644394161,1.564451946,2.260789532,0.701698045,5337.030514
3292,var,0.7,8,5000,2000,1000,12.98502669,1.651164996,2.348705348,0.699950617,5699.795971
3293,var,0.7,8,5000,2000,2000,27.80710585,1.845899098,2.555967222,0.714651936,9735.683324
3294,var,0.7,8,10000,1000,500,13.15174234,1.517711586,2.223657396,0.707229268,3701.543794
3295,var,0.7,8,10000,1000,1000,26.91729199,1.550202495,2.244129878,0.694154941,5240.934741
3296,var,0.7,8,10000,1000,2000,52.95868784,1.678263098,2.389062454,0.712252667,6667.526962
3297,var,0.7,8,10000,1500,500,9.021048112,1.814738537,2.51325584,0.700836881,6557.136334
3298,var,0.7,8,10000,1500,1000,18.03430505,1.672261592,2.373017141,0.700953805,5450.882381
3299,var,0.7,8,10000,1500,2000,33.39533993,1.504026319,2.193068764,0.69021326,6692.06278
3300,var,0.7,8,10000,2000,500,6.362889577,1.553825082,2.249399739,0.695781817,7687.271562
3301,var,0.7,8,10000,2000,1000,13.39259811,1.870107418,2.575781464,0.707021328,6324.234525
3302,var,0.7,8,10000,2000,2000,26.62157727,1.723584809,2.418562824,0.69607542,6303.513201
3303,var,0.7,8,20000,1000,500,13.29265556,1.609724151,2.308023496,0.699479284,1334.660245
3304,var,0.7,8,20000,1000,1000,27.81458439,1.680860012,2.382508583,0.702444968,9555.844835
3305,var,0.7,8,20000,1000,2000,50.6789209,1.462204986,2.150504115,0.689630042,5394.18476
3306,var,0.7,8,20000,1500,500,9.210280507,1.763131672,2.470770989,0.707831369,961.2379886
3307,var,0.7,8,20000,1500,1000,18.21449702,1.550671805,2.254915392,0.704589657,5047.645579
3308,var,0.7,8,20000,1500,2000,35.80873049,1.731537299,2.442499863,0.711064934,9028.611016
3309,var,0.7,8,20000,2000,500,6.974735961,1.756864657,2.475244504,0.718469866,2089.945619
3310,var,0.7,8,20000,2000,1000,13.58077792,1.89713654,2.612630563,0.715535322,1706.765476
3311,var,0.7,8,20000,2000,2000,26.68965885,1.512504356,2.209389867,0.697427993,4365.796996
3312,var,0.7,11,2000,1000,500,19.1018575,1.513813826,2.192712523,0.68796655,5695.546493
3313,var,0.7,11,2000,1000,1000,35.57686575,1.711539898,2.391102171,0.691899598,378.5208262
3314,var,0.7,11,2000,1000,2000,67.50424965,1.611074092,2.29877103,0.688127178,5690.74826
3315,var,0.7,11,2000,1500,500,11.74858551,1.409067794,2.106946022,0.702383844,7047.343119
3316,var,0.7,11,2000,1500,1000,23.31640361,1.688944885,2.380001098,0.699968173,6243.954425
3317,var,0.7,11,2000,1500,2000,52.17498073,2.005365225,2.738346727,0.734929659,7151.322499
3318,var,0.7,11,2000,2000,500,8.602648887,1.521281722,2.195990906,0.678925701,9398.926888
3319,var,0.7,11,2000,2000,1000,18.24742029,2.052579865,2.773581336,0.726368243,7654.618032
3320,var,0.7,11,2000,2000,2000,37.21443658,2.079795901,2.780051766,0.70799339,615.5282179
3321,var,0.7,11,5000,1000,500,18.0262494,1.378358056,2.065579048,0.691504577,8791.749465
3322,var,0.7,11,5000,1000,1000,35.85308506,1.596271468,2.285911911,0.693490891,248.1936195
3323,var,0.7,11,5000,1000,2000,73.43435267,1.508827564,2.201850659,0.69320478,2360.987286
3324,var,0.7,11,5000,1500,500,12.5383135,1.705974956,2.421637996,0.724619624,8953.69022
3325,var,0.7,11,5000,1500,1000,25.30891658,2.007252557,2.731457596,0.728227125,7078.513853
3326,var,0.7,11,5000,1500,2000,48.23940148,1.417974816,2.112196226,0.696008466,811.1223034
3327,var,0.7,11,5000,2000,500,9.027340335,1.406447388,2.085943866,0.681667105,592.9510932
3328,var,0.7,11,5000,2000,1000,17.67011942,1.502352388,2.187382569,0.685419347,6635.717729
3329,var,0.7,11,5000,2000,2000,32.65660959,1.289753207,1.959224674,0.673041489,884.7719157
3330,var,0.7,11,10000,1000,500,18.05742815,1.423833259,2.116008337,0.693510511,3819.062558
3331,var,0.7,11,10000,1000,1000,35.75509211,1.804564396,2.501506859,0.700247806,3927.407002
3332,var,0.7,11,10000,1000,2000,72.99444328,1.642940522,2.339275832,0.698801376,6216.550259
3333,var,0.7,11,10000,1500,500,11.65774631,1.591096286,2.282048144,0.691159105,8022.597363
3334,var,0.7,11,10000,1500,1000,23.25826807,1.593650872,2.279562517,0.688133435,9627.755704
3335,var,0.7,11,10000,1500,2000,49.19394724,1.529091703,2.234510605,0.705684731,4786.984751
3336,var,0.7,11,10000,2000,500,8.765249697,1.48740933,2.179119534,0.693056249,9291.781657
3337,var,0.7,11,10000,2000,1000,17.28698835,1.398511094,2.074730391,0.677749499,650.8193663
3338,var,0.7,11,10000,2000,2000,37.35387206,1.54065489,2.2334267,0.69390794,6346.010605
3339,var,0.7,11,20000,1000,500,18.00538865,1.632352306,2.32593855,0.69476139,7204.638703
3340,var,0.7,11,20000,1000,1000,36.63097091,1.649983626,2.351621855,0.701713148,7156.387611
3341,var,0.7,11,20000,1000,2000,71.39018772,1.674856393,2.369067828,0.696031243,3975.607981
3342,var,0.7,11,20000,1500,500,12.46620182,1.69733048,2.401103073,0.705529747,6722.133847
3343,var,0.7,11,20000,1500,1000,24.13411943,1.587810432,2.286080908,0.699305685,499.6731499
3344,var,0.7,11,20000,1500,2000,48.55189357,1.712560829,2.41039353,0.697927809,9741.043733
3345,var,0.7,11,20000,2000,500,8.867111085,1.415163389,2.102706117,0.68803914,7151.179472
3346,var,0.7,11,20000,2000,1000,17.98637454,1.71460118,2.422004079,0.708249973,3739.975922
3347,var,0.7,11,20000,2000,2000,36.66501319,1.656704154,2.35563105,0.700011644,241.5952427
3348,var,0.7,14,2000,1000,500,24.93657298,1.884548142,2.570923215,0.694896223,7983.057052
3349,var,0.7,14,2000,1000,1000,42.81630125,1.49725796,2.157424618,0.671318014,8858.036006
3350,var,0.7,14,2000,1000,2000,105.957874,2.217681108,2.909027943,0.706674164,8258.209782
3351,var,0.7,14,2000,1500,500,15.31744078,1.791581267,2.509887679,0.719824661,2816.178151
3352,var,0.7,14,2000,1500,1000,31.32486954,1.561384292,2.261457201,0.702981242,236.5066235
3353,var,0.7,14,2000,1500,2000,54.323824,1.030661333,1.66402669,0.636692674,2300.073224
3354,var,0.7,14,2000,2000,500,11.65821703,1.352909232,2.02306632,0.670692256,1566.807835
3355,var,0.7,14,2000,2000,1000,21.52795095,1.353324448,2.047544203,0.70338619,9436.951809
3356,var,0.7,14,2000,2000,2000,45.20114865,1.505781053,2.181752417,0.679564999,7537.208553
3357,var,0.7,14,5000,1000,500,24.62610804,2.011747515,2.719178083,0.710638496,2117.60642
3358,var,0.7,14,5000,1000,1000,44.37159286,1.44479654,2.132250961,0.690107022,8901.937584
3359,var,0.7,14,5000,1000,2000,95.85882689,1.82136118,2.535290235,0.71740749,6613.974659
3360,var,0.7,14,5000,1500,500,14.887745,1.430429412,2.116180819,0.692101327,6157.090101
3361,var,0.7,14,5000,1500,1000,31.0805,1.740497497,2.438302144,0.701281343,8656.873321
3362,var,0.7,14,5000,1500,2000,60.81423883,1.545167703,2.235781509,0.690880354,3809.849069
3363,var,0.7,14,5000,2000,500,12.02370092,1.772853026,2.48305885,0.71806212,1533.181585
3364,var,0.7,14,5000,2000,1000,22.96075854,1.653372568,2.358559969,0.710800712,4835.907707
3365,var,0.7,14,5000,2000,2000,46.99167059,1.522547201,2.220033456,0.700141566,1113.750649
3366,var,0.7,14,10000,1000,500,22.77776484,1.588981396,2.286828011,0.700276218,6263.420041
3367,var,0.7,14,10000,1000,1000,47.34465973,1.733010914,2.43479917,0.703465044,9213.091187
3368,var,0.7,14,10000,1000,2000,95.3770026,1.492142831,2.181572086,0.691656986,5603.566207
3369,var,0.7,14,10000,1500,500,16.27003246,1.888226302,2.598231446,0.710129066,6590.582159
3370,var,0.7,14,10000,1500,1000,32.34455846,1.869742412,2.58494435,0.717074839,3927.990313
3371,var,0.7,14,10000,1500,2000,61.29197753,1.409718287,2.089312447,0.681219366,294.8171519
3372,var,0.7,14,10000,2000,500,11.91268642,1.749302799,2.45374887,0.705655068,5547.164007
3373,var,0.7,14,10000,2000,1000,23.43300964,1.730415374,2.430681363,0.704355994,9862.274915
3374,var,0.7,14,10000,2000,2000,47.11326017,1.600184678,2.29322631,0.697124504,1466.75146
3375,var,0.7,14,20000,1000,500,23.24649359,1.650796533,2.353026243,0.702400244,6153.791377
3376,var,0.7,14,20000,1000,1000,46.55023615,1.444570617,2.141637569,0.697223448,4939.8149
3377,var,0.7,14,20000,1000,2000,94.24886865,1.658792039,2.357010488,0.700346307,4512.231848
3378,var,0.7,14,20000,1500,500,15.30988161,1.519996311,2.214108256,0.694463566,7128.574633
3379,var,0.7,14,20000,1500,1000,31.44227627,1.645420571,2.353673958,0.709049113,5759.643927
3380,var,0.7,14,20000,1500,2000,61.89144743,1.681367412,2.383993346,0.703495006,8217.194882
3381,var,0.7,14,20000,2000,500,11.43498082,1.551909291,2.243226333,0.692515598,2487.849476
3382,var,0.7,14,20000,2000,1000,24.12364062,1.530892138,2.227514763,0.697067237,1222.102086
3383,var,0.7,14,20000,2000,2000,45.26549873,1.597289298,2.294960476,0.698235543,3031.186557
3384,var,0.7,17,2000,1000,500,28.55443834,1.563346025,2.234404477,0.682369094,1973.376218
3385,var,0.7,17,2000,1000,1000,60.65368175,2.240765041,2.933638465,0.711387715,8449.477398
3386,var,0.7,17,2000,1000,2000,107.9676665,1.46760801,2.13969742,0.683433996,539.9908391
3387,var,0.7,17,2000,1500,500,18.27284786,1.623532114,2.308266247,0.689997762,4976.350773
3388,var,0.7,17,2000,1500,1000,36.53375395,1.125068739,1.78497091,0.665297494,1452.972412
3389,var,0.7,17,2000,1500,2000,66.1725927,1.348880891,2.029307146,0.682227961,7350.673752
3390,var,0.7,17,2000,2000,500,14.62940513,1.475029276,2.158112158,0.686538362,3683.273357
3391,var,0.7,17,2000,2000,1000,26.85812749,1.576572959,2.268652888,0.697280039,4020.864388
3392,var,0.7,17,2000,2000,2000,59.1615216,1.428819931,2.139360478,0.723229892,3368.888068
3393,var,0.7,17,5000,1000,500,27.73458779,1.475762403,2.154225686,0.681211448,5562.182258
3394,var,0.7,17,5000,1000,1000,55.88190661,1.833073535,2.528071418,0.695475074,7457.307258
3395,var,0.7,17,5000,1000,2000,112.2243853,1.605006114,2.290642445,0.691614993,6909.294939
3396,var,0.7,17,5000,1500,500,18.19834676,1.440885926,2.129083144,0.689027816,990.9771255
3397,var,0.7,17,5000,1500,1000,35.57109824,1.23254608,1.901968426,0.674607261,1233.947845
3398,var,0.7,17,5000,1500,2000,74.0995319,1.572928298,2.247872538,0.683213955,8242.765625
3399,var,0.7,17,5000,2000,500,14.11382646,1.711461345,2.419286877,0.71175174,5265.823041
3400,var,0.7,17,5000,2000,1000,26.58586232,1.400232761,2.096277693,0.698645952,1018.514431
3401,var,0.7,17,5000,2000,2000,56.92558434,1.483922105,2.186527112,0.706193929,7612.654128
3402,var,0.7,17,10000,1000,500,26.71644564,1.549159532,2.228167765,0.67970647,9103.056961
3403,var,0.7,17,10000,1000,1000,55.83805838,1.566239534,2.256174124,0.69179931,9913.393943
3404,var,0.7,17,10000,1000,2000,118.2883203,1.772755802,2.482426673,0.710221679,8591.399824
3405,var,0.7,17,10000,1500,500,19.22972425,1.541613885,2.24491595,0.704723762,1567.91504
3406,var,0.7,17,10000,1500,1000,39.0572093,1.720184314,2.42882634,0.710074592,6425.680693
3407,var,0.7,17,10000,1500,2000,73.32560731,1.572115911,2.262666807,0.691986619,829.7272061
3408,var,0.7,17,10000,2000,500,14.25688574,1.713199857,2.415785653,0.705253762,9008.781844
3409,var,0.7,17,10000,2000,1000,28.88851512,1.541633359,2.233132225,0.693358237,8612.796634
3410,var,0.7,17,10000,2000,2000,57.34716823,1.666971928,2.360371115,0.695000235,2244.165444
3411,var,0.7,17,20000,1000,500,28.70753082,1.617176455,2.313750944,0.698764081,9101.616588
3412,var,0.7,17,20000,1000,1000,57.47658812,1.780456388,2.487083972,0.707663957,8265.606043
3413,var,0.7,17,20000,1000,2000,110.7245897,1.644944357,2.346429267,0.701542603,8814.652784
3414,var,0.7,17,20000,1500,500,18.3179795,1.699740484,2.398278912,0.69906037,6178.75956
3415,var,0.7,17,20000,1500,1000,38.73128648,1.714623747,2.42116329,0.707127857,9025.208244
3416,var,0.7,17,20000,1500,2000,75.40269141,1.711412674,2.417645334,0.706508013,1114.27173
3417,var,0.7,17,20000,2000,500,14.1170644,1.457678024,2.149305686,0.692134655,3397.065908
3418,var,0.7,17,20000,2000,1000,28.10051947,1.646546124,2.343744017,0.698847598,696.6601955
3419,var,0.7,17,20000,2000,2000,56.47869516,1.686466233,2.386784517,0.700448351,5701.198392
3420,var,0.7,20,2000,1000,500,32.52323232,1.417553989,2.098829301,0.685503421,8143.101297
3421,var,0.7,20,2000,1000,1000,65.23749947,1.608647703,2.278426598,0.678949253,1314.948204
3422,var,0.7,20,2000,1000,2000,137.5196706,1.26231729,1.926274786,0.67108354,5370.709252
3423,var,0.7,20,2000,1500,500,23.80142863,1.702072761,2.391148725,0.706091037,8006.807863
3424,var,0.7,20,2000,1500,1000,43.09240885,1.818846258,2.514404571,0.717814179,699.6293626
3425,var,0.7,20,2000,1500,2000,95.17785684,1.919084838,2.591073764,0.690700335,8793.038543
3426,var,0.7,20,2000,2000,500,16.30823805,1.595412518,2.266577761,0.693705029,9600.270059
3427,var,0.7,20,2000,2000,1000,33.82651571,1.54206437,2.22238403,0.681505513,4431.139203
3428,var,0.7,20,2000,2000,2000,60.04079219,1.477559049,2.173901544,0.697593226,7388.558184
3429,var,0.7,20,5000,1000,500,31.94000498,1.521772056,2.220049756,0.698576514,8628.926509
3430,var,0.7,20,5000,1000,1000,70.10748861,1.677440106,2.367260619,0.697706439,5080.201425
3431,var,0.7,20,5000,1000,2000,139.0631381,1.796125958,2.495948554,0.705887597,3166.128134
3432,var,0.7,20,5000,1500,500,21.30515818,1.475832203,2.15947879,0.688600316,5638.843539
3433,var,0.7,20,5000,1500,1000,43.14943505,1.42844503,2.100508526,0.67626761,4160.587641
3434,var,0.7,20,5000,1500,2000,90.7174118,1.410051695,2.097664197,0.692205731,4389.268203
3435,var,0.7,20,5000,2000,500,16.24358338,1.539338913,2.223124565,0.685340789,4674.187916
3436,var,0.7,20,5000,2000,1000,34.07003208,2.032836916,2.76420859,0.731853278,4816.113292
3437,var,0.7,20,5000,2000,2000,69.45887324,1.729911611,2.41411425,0.686792771,4200.758072
3438,var,0.7,20,10000,1000,500,33.21614782,1.495570943,2.176825312,0.681311057,9487.969849
3439,var,0.7,20,10000,1000,1000,65.05395226,1.641962058,2.33363345,0.693503204,9920.384248
3440,var,0.7,20,10000,1000,2000,133.9603976,1.5984675,2.293644454,0.697104348,5110.180908
3441,var,0.7,20,10000,1500,500,21.6752701,1.440586468,2.132180726,0.692463242,8875.495888
3442,var,0.7,20,10000,1500,1000,43.95632532,1.608725108,2.311695947,0.704087068,8730.73743
3443,var,0.7,20,10000,1500,2000,87.89745016,1.664658479,2.357208523,0.696153856,3707.406173
3444,var,0.7,20,10000,2000,500,17.12499929,1.680224462,2.37729103,0.697170284,6337.612768
3445,var,0.7,20,10000,2000,1000,33.77200708,1.810983561,2.516158197,0.709257994,1035.645686
3446,var,0.7,20,10000,2000,2000,65.00318636,1.562578864,2.247867276,0.68818734,4067.248578
3447,var,0.7,20,20000,1000,500,33.10640871,1.551304533,2.240532294,0.690944907,4067.077004
3448,var,0.7,20,20000,1000,1000,64.72965231,1.522163166,2.215464066,0.695604073,3409.538505
3449,var,0.7,20,20000,1000,2000,131.2771828,1.51422591,2.201194219,0.688027781,2243.089559
3450,var,0.7,20,20000,1500,500,22.39507819,1.561867104,2.263647143,0.703941633,8145.704225
3451,var,0.7,20,20000,1500,1000,44.98433215,1.580305819,2.281219293,0.702703271,7703.391717
3452,var,0.7,20,20000,1500,2000,86.90450728,1.807000315,2.512389355,0.706505551,7516.160692
3453,var,0.7,20,20000,2000,500,16.96146285,1.586747939,2.286178388,0.701155769,3847.914756
3454,var,0.7,20,20000,2000,1000,32.42368264,1.413454432,2.092279202,0.679269705,2759.109327
3455,var,0.7,20,20000,2000,2000,66.22119019,1.616016531,2.31359981,0.698391942,9819.669675
3456,var,0.8,5,2000,1000,500,14.22712307,4.310625108,5.121861205,0.845868567,9431.988805
3457,var,0.8,5,2000,1000,1000,23.09089014,3.284346375,4.071380526,0.789257293,3801.486039
3458,var,0.8,5,2000,1000,2000,48.89344095,2.710100865,3.443353566,0.773138029,55.28431591
3459,var,0.8,5,2000,1500,500,7.224317315,2.574503514,3.332104278,0.769480664,7011.732654
3460,var,0.8,5,2000,1500,1000,14.72166998,3.06737766,3.837093022,0.799357206,7349.878674
3461,var,0.8,5,2000,1500,2000,34.15354064,2.596239178,3.359415115,0.773311746,136.9882496
3462,var,0.8,5,2000,2000,500,5.656655528,2.419918385,3.161595635,0.761267739,6423.092463
3463,var,0.8,5,2000,2000,1000,13.86258352,3.247062532,4.062412136,0.818650078,7582.115967
3464,var,0.8,5,2000,2000,2000,25.36356384,2.916398157,3.707533612,0.794246439,5104.213021
3465,var,0.8,5,5000,1000,500,12.15403032,2.696648181,3.476503614,0.786604846,8645.271841
3466,var,0.8,5,5000,1000,1000,22.56036296,3.164076258,3.966538356,0.804862783,3404.24419
3467,var,0.8,5,5000,1000,2000,48.94645052,3.591613513,4.391497288,0.804631039,1562.438367
3468,var,0.8,5,5000,1500,500,7.981685088,3.376747337,4.171231158,0.799086334,5902.919862
3469,var,0.8,5,5000,1500,1000,16.98768546,2.691635705,3.487754644,0.802345623,768.0277877
3470,var,0.8,5,5000,1500,2000,37.7041004,3.677581055,4.477572569,0.800390102,2801.584249
3471,var,0.8,5,5000,2000,500,5.90808373,3.408397468,4.188101755,0.783939071,8675.630803
3472,var,0.8,5,5000,2000,1000,13.96413888,2.919511298,3.696534344,0.777813973,6412.751538
3473,var,0.8,5,5000,2000,2000,23.89371375,3.079625792,3.864903991,0.787537586,2192.22678
3474,var,0.8,5,10000,1000,500,12.30416697,3.013853186,3.808057578,0.794690506,4063.95933
3475,var,0.8,5,10000,1000,1000,26.13738904,3.289705939,4.109118973,0.822755894,9916.450512
3476,var,0.8,5,10000,1000,2000,43.60405604,2.728779656,3.518482178,0.792226602,3936.801335
3477,var,0.8,5,10000,1500,500,7.300954312,2.963995566,3.761201854,0.798558997,2615.885562
3478,var,0.8,5,10000,1500,1000,18.87616299,3.851791719,4.667977555,0.817158788,6.563733262
3479,var,0.8,5,10000,1500,2000,32.50848413,2.935916763,3.726128149,0.795344307,5776.048705
3480,var,0.8,5,10000,2000,500,6.261663509,3.446959582,4.256230301,0.810378253,2363.909896
3481,var,0.8,5,10000,2000,1000,13.18740234,3.818040207,4.62980175,0.813133556,9804.964989
3482,var,0.8,5,10000,2000,2000,21.08103124,2.623214937,3.394544955,0.773062039,8614.393565
3483,var,0.8,5,20000,1000,500,12.82614561,3.225221718,4.019668028,0.795897733,5238.145018
3484,var,0.8,5,20000,1000,1000,25.00874749,3.193840015,3.995717469,0.802083069,9586.148685
3485,var,0.8,5,20000,1000,2000,49.82706458,3.208618506,4.007039085,0.798938771,8802.199274
3486,var,0.8,5,20000,1500,500,8.528596154,3.092756707,3.894258767,0.803179855,1305.518622
3487,var,0.8,5,20000,1500,1000,17.04997612,2.916954938,3.708247704,0.7920306,2496.628382
3488,var,0.8,5,20000,1500,2000,34.22912538,3.866062819,4.674270404,0.808998839,6463.654312
3489,var,0.8,5,20000,2000,500,6.752489015,3.428025076,4.228691965,0.802420447,1840.742115
3490,var,0.8,5,20000,2000,1000,12.39761837,3.12776344,3.936054832,0.808670533,6819.067597
3491,var,0.8,5,20000,2000,2000,25.21632006,3.458026435,4.264626651,0.806874347,3660.393521
3492,var,0.8,8,2000,1000,500,18.20540565,2.722620496,3.505082945,0.7926399,850.0445197
3493,var,0.8,8,2000,1000,1000,36.69637623,3.333004545,4.126831362,0.822559185,2703.652267
3494,var,0.8,8,2000,1000,2000,66.66501487,2.262092823,3.021776338,0.762961446,9968.732918
3495,var,0.8,8,2000,1500,500,12.47022121,3.42617022,4.213938588,0.789891942,6585.894579
3496,var,0.8,8,2000,1500,1000,23.63973065,2.786026344,3.510666103,0.775243392,7852.561733
3497,var,0.8,8,2000,1500,2000,49.1040913,2.557983543,3.34364416,0.787628597,7555.37471
3498,var,0.8,8,2000,2000,500,9.662397076,2.32185428,3.101867993,0.782442072,6092.123763
3499,var,0.8,8,2000,2000,1000,20.20868265,2.907336831,3.726111441,0.823618032,8718.634703
3500,var,0.8,8,2000,2000,2000,40.61458666,2.886767149,3.665988187,0.790059806,7203.67758
3501,var,0.8,8,5000,1000,500,18.89228371,3.278537295,4.067793613,0.799769245,8502.771429
3502,var,0.8,8,5000,1000,1000,36.34209931,3.189448917,3.97697543,0.789974776,1020.82514
3503,var,0.8,8,5000,1000,2000,78.66639859,2.98279859,3.757074009,0.781125073,7382.222539
3504,var,0.8,8,5000,1500,500,13.70728787,3.434178175,4.217743344,0.796993028,5576.220199
3505,var,0.8,8,5000,1500,1000,24.20163554,2.667971219,3.441779246,0.78401332,6193.982232
3506,var,0.8,8,5000,1500,2000,53.74709355,2.904948223,3.692811315,0.79527427,1193.795423
3507,var,0.8,8,5000,2000,500,9.91222138,2.968421163,3.760441653,0.801024251,3288.68698
3508,var,0.8,8,5000,2000,1000,18.8511392,3.268176006,4.064954265,0.80396873,4795.656423
3509,var,0.8,8,5000,2000,2000,33.93941986,2.804214607,3.577261414,0.774676028,3155.42869
3510,var,0.8,8,10000,1000,500,18.93951992,3.076152983,3.87300682,0.797848396,7269.335052
3511,var,0.8,8,10000,1000,1000,39.84667993,3.018174331,3.8014022,0.791004513,1757.369172
3512,var,0.8,8,10000,1000,2000,74.21751556,3.032637019,3.811747548,0.785211764,9900.809074
3513,var,0.8,8,10000,1500,500,14.09931661,2.887056532,3.689360819,0.804880003,3746.089956
3514,var,0.8,8,10000,1500,1000,24.74260164,2.704271489,3.486721451,0.785616486,1052.747828
3515,var,0.8,8,10000,1500,2000,48.80052091,2.635643822,3.416969763,0.783151947,1265.532557
3516,var,0.8,8,10000,2000,500,10.06046571,3.404926923,4.214943872,0.812558539,848.6239569
3517,var,0.8,8,10000,2000,1000,19.42214629,3.305811645,4.107051315,0.80330376,1282.803532
3518,var,0.8,8,10000,2000,2000,36.8582177,2.548434156,3.334368213,0.786353171,3851.966214
3519,var,0.8,8,20000,1000,500,20.77823656,3.225540702,4.027039554,0.801935444,8688.951503
3520,var,0.8,8,20000,1000,1000,40.33552835,3.287780519,4.083276619,0.796673369,5304.60981
3521,var,0.8,8,20000,1000,2000,78.08143023,2.77748725,3.565908821,0.788553598,7638.720379
3522,var,0.8,8,20000,1500,500,14.54837269,3.459509882,4.261527869,0.806472359,2348.069715
3523,var,0.8,8,20000,1500,1000,28.11629337,3.216279661,4.021304981,0.805957648,8894.031045
3524,var,0.8,8,20000,1500,2000,49.90706983,2.987913405,3.791298025,0.803489129,84.90371071
3525,var,0.8,8,20000,2000,500,10.36014257,3.342106601,4.154280503,0.812235635,5437.662367
3526,var,0.8,8,20000,2000,1000,19.64543248,3.412125493,4.206243101,0.795142618,1842.947828
3527,var,0.8,8,20000,2000,2000,39.01205152,2.984226557,3.780189883,0.798179841,3443.512814
3528,var,0.8,11,2000,1000,500,22.89504835,2.980763379,3.728132752,0.77480748,7260.295927
3529,var,0.8,11,2000,1000,1000,55.29292028,2.911053619,3.669149213,0.778261255,1524.426738
3530,var,0.8,11,2000,1000,2000,102.9348419,2.796562043,3.577386606,0.79258917,1526.866847
3531,var,0.8,11,2000,1500,500,16.10779137,1.626552894,2.362946609,0.743765772,3892.593362
3532,var,0.8,11,2000,1500,1000,34.09349514,2.664058653,3.416768729,0.765163586,704.3699318
3533,var,0.8,11,2000,1500,2000,79.44727361,3.157046516,3.932382058,0.814810982,9762.097448
3534,var,0.8,11,2000,2000,500,10.52552339,2.82473743,3.578526136,0.775060456,3534.367263
3535,var,0.8,11,2000,2000,1000,28.76642249,3.281335394,4.070506644,0.801404735,1706.429584
3536,var,0.8,11,2000,2000,2000,52.25311434,3.022320721,3.796582097,0.77769005,4823.199709
3537,var,0.8,11,5000,1000,500,25.75938542,3.106885535,3.8905713,0.789961418,9557.969525
3538,var,0.8,11,5000,1000,1000,55.19540831,2.798457281,3.569774747,0.776860145,5833.470726
3539,var,0.8,11,5000,1000,2000,114.6742897,3.343745525,4.141144061,0.798704351,665.5305712
3540,var,0.8,11,5000,1500,500,15.20030105,2.430213671,3.180761891,0.753737777,3348.264056
3541,var,0.8,11,5000,1500,1000,34.33445075,2.999469994,3.775813585,0.780104396,6600.343173
3542,var,0.8,11,5000,1500,2000,63.92031527,2.690416999,3.454500356,0.776342877,3097.161659
3543,var,0.8,11,5000,2000,500,12.11697338,2.217717225,2.993576171,0.783547685,8149.667879
3544,var,0.8,11,5000,2000,1000,28.73618516,3.761539186,4.565524577,0.81024383,3687.44499
3545,var,0.8,11,5000,2000,2000,50.99665967,2.40016042,3.162440717,0.764649368,7061.66635
3546,var,0.8,11,10000,1000,500,26.71028401,3.201060919,3.993908895,0.794954823,2941.97512
3547,var,0.8,11,10000,1000,1000,56.03924877,2.950446303,3.73357088,0.785714226,5063.517045
3548,var,0.8,11,10000,1000,2000,106.3771298,3.429486159,4.221639441,0.79435276,5332.726638
3549,var,0.8,11,10000,1500,500,19.30190737,3.582100618,4.367706479,0.791022347,5341.465373
3550,var,0.8,11,10000,1500,1000,36.85041032,2.941026147,3.743540098,0.802582256,4912.583055
3551,var,0.8,11,10000,1500,2000,72.8900759,3.076357873,3.865140656,0.797664218,3483.547652
3552,var,0.8,11,10000,2000,500,13.07735416,2.474646667,3.250881848,0.777146718,8181.50636
3553,var,0.8,11,10000,2000,1000,26.80034757,2.797432368,3.586751068,0.789774729,8879.169918
3554,var,0.8,11,10000,2000,2000,59.22862711,3.625383331,4.440289128,0.818928089,648.6786099
3555,var,0.8,11,20000,1000,500,26.71790836,3.464652918,4.261949281,0.801928055,1380.470962
3556,var,0.8,11,20000,1000,1000,55.00749099,3.185046336,3.989513085,0.804510726,4441.038712
